OrderID,Product,Category,Price,Quantity,Country,OrderDate,TotalSales
5567,Tablet,Accessories,299.61,1,Canada,20-08-2022 22:00,299.61
5568,Camera,Electronics,451.86,4,UK,20-08-2022 23:00,1807.44
5569,Phone,Accessories,1212.45,3,Germany,21-08-2022 00:00,3637.35
5570,Camera,Accessories,1305.82,2,India,21-08-2022 01:00,2611.64
5571,Headphones,Accessories,612.53,1,UK,21-08-2022 02:00,612.53
5572,Laptop,Accessories,326.28,3,Canada,21-08-2022 03:00,978.84
5573,Laptop,Accessories,1144.16,4,USA,21-08-2022 04:00,4576.64
5574,Tablet,Accessories,1697.21,3,USA,21-08-2022 05:00,5091.63
5575,Tablet,Electronics,482.75,2,USA,21-08-2022 06:00,965.5
5576,Tablet,Electronics,1413.97,2,UK,21-08-2022 07:00,2827.94
5577,Phone,Accessories,833.17,4,USA,21-08-2022 08:00,3332.68
5578,Headphones,Electronics,1891.87,1,UK,21-08-2022 09:00,1891.87
5579,Headphones,Electronics,256.89,3,UK,21-08-2022 10:00,770.67
5580,Headphones,Electronics,175.94,4,USA,21-08-2022 11:00,703.76
5581,Headphones,Accessories,336.19,2,India,21-08-2022 12:00,672.38
5582,Tablet,Electronics,1586.65,2,UK,21-08-2022 13:00,3173.3
5583,Laptop,Electronics,1853.26,4,Germany,21-08-2022 14:00,7413.04
5584,Tablet,Electronics,1662.71,2,Germany,21-08-2022 15:00,3325.42
5585,Headphones,Accessories,1463.88,1,Canada,21-08-2022 16:00,1463.88
5586,Tablet,Accessories,209.41,3,UK,21-08-2022 17:00,628.23
5587,Headphones,Electronics,506.24,2,USA,21-08-2022 18:00,1012.48
5588,Camera,Accessories,1877.22,1,Canada,21-08-2022 19:00,1877.22
5589,Laptop,Accessories,1283.31,2,Canada,21-08-2022 20:00,2566.62
5590,Camera,Accessories,989.82,4,India,21-08-2022 21:00,3959.28
5591,Phone,Accessories,1339.39,4,India,21-08-2022 22:00,5357.56
5592,Tablet,Electronics,439.33,4,India,21-08-2022 23:00,1757.32
5593,Phone,Accessories,1796.45,1,UK,22-08-2022 00:00,1796.45
5594,Tablet,Electronics,1346.98,2,Canada,22-08-2022 01:00,2693.96
5595,Camera,Electronics,995.36,3,UK,22-08-2022 02:00,2986.08
5596,Headphones,Accessories,969.01,1,India,22-08-2022 03:00,969.01
5597,Headphones,Accessories,1662.52,4,India,22-08-2022 04:00,6650.08
5598,Tablet,Accessories,684.95,2,Germany,22-08-2022 05:00,1369.9
5599,Headphones,Electronics,360.55,4,India,22-08-2022 06:00,1442.2
5600,Camera,Accessories,452.77,2,India,22-08-2022 07:00,905.54
5601,Headphones,Accessories,254.16,4,Germany,22-08-2022 08:00,1016.64
5602,Camera,Accessories,1064.94,4,UK,22-08-2022 09:00,4259.76
5603,Phone,Electronics,1386.79,4,USA,22-08-2022 10:00,5547.16
5604,Camera,Accessories,1874.57,2,UK,22-08-2022 11:00,3749.14
5605,Laptop,Electronics,1526.55,4,India,22-08-2022 12:00,6106.2
5606,Laptop,Accessories,1207.91,1,UK,22-08-2022 13:00,1207.91
5607,Laptop,Accessories,1741.51,4,Canada,22-08-2022 14:00,6966.04
5608,Tablet,Accessories,1795.2,4,Canada,22-08-2022 15:00,7180.8
5609,Tablet,Accessories,1453.53,1,UK,22-08-2022 16:00,1453.53
5610,Tablet,Electronics,206.94,2,USA,22-08-2022 17:00,413.88
5611,Camera,Electronics,654.35,4,Canada,22-08-2022 18:00,2617.4
5612,Tablet,Electronics,738.75,1,Canada,22-08-2022 19:00,738.75
5613,Phone,Electronics,1995.02,4,India,22-08-2022 20:00,7980.08
5614,Laptop,Accessories,981.91,4,India,22-08-2022 21:00,3927.64
5615,Camera,Electronics,1547.58,4,USA,22-08-2022 22:00,6190.32
5616,Laptop,Accessories,1646.21,2,USA,22-08-2022 23:00,3292.42
5617,Tablet,Electronics,1341.19,3,USA,23-08-2022 00:00,4023.57
5618,Camera,Electronics,134.73,1,Canada,23-08-2022 01:00,134.73
5619,Headphones,Accessories,136.76,3,USA,23-08-2022 02:00,410.28
5620,Phone,Accessories,1655.68,4,Canada,23-08-2022 03:00,6622.72
5621,Tablet,Accessories,1504.56,4,UK,23-08-2022 04:00,6018.24
5622,Tablet,Electronics,1118.62,4,India,23-08-2022 05:00,4474.48
5623,Phone,Electronics,572.84,4,USA,23-08-2022 06:00,2291.36
5624,Phone,Accessories,264.76,1,Canada,23-08-2022 07:00,264.76
5625,Headphones,Electronics,412.11,4,USA,23-08-2022 08:00,1648.44
5626,Tablet,Accessories,1202.62,1,UK,23-08-2022 09:00,1202.62
5627,Tablet,Accessories,1137.07,4,Germany,23-08-2022 10:00,4548.28
5628,Laptop,Accessories,1888.41,3,Germany,23-08-2022 11:00,5665.23
5629,Camera,Electronics,1918.83,1,USA,23-08-2022 12:00,1918.83
5630,Camera,Accessories,1194.41,1,USA,23-08-2022 13:00,1194.41
5631,Laptop,Accessories,1698.72,1,Canada,23-08-2022 14:00,1698.72
5632,Camera,Accessories,1643.27,1,India,23-08-2022 15:00,1643.27
5633,Phone,Electronics,1529.52,2,Germany,23-08-2022 16:00,3059.04
5634,Camera,Electronics,930.94,3,Germany,23-08-2022 17:00,2792.82
5635,Camera,Accessories,839.87,4,Germany,23-08-2022 18:00,3359.48
5636,Laptop,Electronics,601.85,2,India,23-08-2022 19:00,1203.7
5637,Headphones,Electronics,1880.48,3,Germany,23-08-2022 20:00,5641.44
5638,Camera,Electronics,1685.41,2,India,23-08-2022 21:00,3370.82
5639,Camera,Electronics,436.52,2,Germany,23-08-2022 22:00,873.04
5640,Headphones,Electronics,579.68,1,Germany,23-08-2022 23:00,579.68
5641,Laptop,Electronics,1204.52,3,Canada,24-08-2022 00:00,3613.56
5642,Headphones,Electronics,885.84,4,Canada,24-08-2022 01:00,3543.36
5643,Laptop,Accessories,506.41,2,UK,24-08-2022 02:00,1012.82
5644,Phone,Electronics,1603.2,2,Canada,24-08-2022 03:00,3206.4
5645,Laptop,Accessories,102.95,1,Germany,24-08-2022 04:00,102.95
5646,Phone,Accessories,752.23,4,Germany,24-08-2022 05:00,3008.92
5647,Phone,Electronics,1865.76,3,UK,24-08-2022 06:00,5597.28
5648,Laptop,Accessories,1545.46,1,UK,24-08-2022 07:00,1545.46
5649,Tablet,Accessories,862.44,3,USA,24-08-2022 08:00,2587.32
5650,Laptop,Accessories,1864.58,4,Canada,24-08-2022 09:00,7458.32
5651,Camera,Accessories,1811.53,2,India,24-08-2022 10:00,3623.06
5652,Camera,Electronics,199.91,1,India,24-08-2022 11:00,199.91
5653,Tablet,Electronics,343.09,2,USA,24-08-2022 12:00,686.18
5654,Phone,Accessories,835.74,1,India,24-08-2022 13:00,835.74
5655,Tablet,Accessories,1865.86,4,USA,24-08-2022 14:00,7463.44
5656,Camera,Accessories,1703.99,2,UK,24-08-2022 15:00,3407.98
5657,Tablet,Electronics,190.75,3,Germany,24-08-2022 16:00,572.25
5658,Laptop,Accessories,1073.43,2,UK,24-08-2022 17:00,2146.86
5659,Tablet,Electronics,1468.48,4,India,24-08-2022 18:00,5873.92
5660,Phone,Electronics,624.25,1,Canada,24-08-2022 19:00,624.25
5661,Laptop,Accessories,1472.8,2,India,24-08-2022 20:00,2945.6
5662,Headphones,Accessories,802.48,3,Canada,24-08-2022 21:00,2407.44
5663,Camera,Electronics,620.71,4,India,24-08-2022 22:00,2482.84
5664,Camera,Accessories,845.87,3,India,24-08-2022 23:00,2537.61
5665,Tablet,Accessories,1906.52,2,USA,25-08-2022 00:00,3813.04
5666,Laptop,Accessories,1820.06,1,India,25-08-2022 01:00,1820.06
5667,Headphones,Electronics,1836.51,3,India,25-08-2022 02:00,5509.53
5668,Laptop,Accessories,1843.02,1,Canada,25-08-2022 03:00,1843.02
5669,Camera,Electronics,438.72,3,UK,25-08-2022 04:00,1316.16
5670,Laptop,Accessories,1802.52,1,USA,25-08-2022 05:00,1802.52
5671,Headphones,Electronics,503.33,1,UK,25-08-2022 06:00,503.33
5672,Tablet,Electronics,1692.46,1,UK,25-08-2022 07:00,1692.46
5673,Phone,Accessories,1129.61,4,India,25-08-2022 08:00,4518.44
5674,Laptop,Electronics,555.93,2,Canada,25-08-2022 09:00,1111.86
5675,Phone,Accessories,857.19,1,Germany,25-08-2022 10:00,857.19
5676,Camera,Accessories,923.42,4,UK,25-08-2022 11:00,3693.68
5677,Tablet,Accessories,1493.03,2,India,25-08-2022 12:00,2986.06
5678,Tablet,Accessories,1251.44,1,UK,25-08-2022 13:00,1251.44
5679,Laptop,Accessories,1651.89,3,UK,25-08-2022 14:00,4955.67
5680,Tablet,Accessories,853.93,3,India,25-08-2022 15:00,2561.79
5681,Laptop,Electronics,1512.82,4,Canada,25-08-2022 16:00,6051.28
5682,Laptop,Electronics,1606.33,2,UK,25-08-2022 17:00,3212.66
5683,Phone,Accessories,219.97,4,UK,25-08-2022 18:00,879.88
5684,Tablet,Electronics,813.71,1,UK,25-08-2022 19:00,813.71
5685,Laptop,Accessories,1783.38,4,India,25-08-2022 20:00,7133.52
5686,Phone,Accessories,1439.45,1,Germany,25-08-2022 21:00,1439.45
5687,Headphones,Electronics,895.05,1,Germany,25-08-2022 22:00,895.05
5688,Phone,Electronics,447.65,3,USA,25-08-2022 23:00,1342.95
5689,Phone,Accessories,283.56,2,USA,26-08-2022 00:00,567.12
5690,Laptop,Accessories,535.77,4,Germany,26-08-2022 01:00,2143.08
5691,Camera,Accessories,564.92,1,Canada,26-08-2022 02:00,564.92
5692,Camera,Accessories,804.26,3,UK,26-08-2022 03:00,2412.78
5693,Camera,Electronics,436.15,3,Germany,26-08-2022 04:00,1308.45
5694,Phone,Electronics,377.49,1,Canada,26-08-2022 05:00,377.49
5695,Laptop,Accessories,1703.61,4,UK,26-08-2022 06:00,6814.44
5696,Tablet,Electronics,574.12,2,Canada,26-08-2022 07:00,1148.24
5697,Phone,Electronics,1167.05,4,Germany,26-08-2022 08:00,4668.2
5698,Phone,Electronics,478.67,2,Canada,26-08-2022 09:00,957.34
5699,Laptop,Electronics,1034.33,2,Canada,26-08-2022 10:00,2068.66
5700,Headphones,Accessories,625.75,4,Germany,26-08-2022 11:00,2503
5701,Phone,Accessories,264.92,2,UK,26-08-2022 12:00,529.84
5702,Headphones,Accessories,1966.13,2,USA,26-08-2022 13:00,3932.26
5703,Headphones,Electronics,969.83,4,UK,26-08-2022 14:00,3879.32
5704,Camera,Electronics,846.79,4,India,26-08-2022 15:00,3387.16
5705,Laptop,Accessories,478.33,4,USA,26-08-2022 16:00,1913.32
5706,Headphones,Accessories,1041.2,4,USA,26-08-2022 17:00,4164.8
5707,Laptop,Accessories,1306.92,4,USA,26-08-2022 18:00,5227.68
5708,Camera,Accessories,678.84,3,India,26-08-2022 19:00,2036.52
5709,Laptop,Electronics,1012.79,4,India,26-08-2022 20:00,4051.16
5710,Phone,Accessories,550.45,3,India,26-08-2022 21:00,1651.35
5711,Headphones,Accessories,1102.65,1,USA,26-08-2022 22:00,1102.65
5712,Laptop,Accessories,1595.71,2,Germany,26-08-2022 23:00,3191.42
5713,Tablet,Electronics,214.41,1,Germany,27-08-2022 00:00,214.41
5714,Laptop,Electronics,1083.89,4,UK,27-08-2022 01:00,4335.56
5715,Headphones,Accessories,858.79,1,India,27-08-2022 02:00,858.79
5716,Camera,Electronics,240.68,2,India,27-08-2022 03:00,481.36
5717,Camera,Electronics,1886.97,3,USA,27-08-2022 04:00,5660.91
5718,Headphones,Accessories,593.7,4,Germany,27-08-2022 05:00,2374.8
5719,Phone,Accessories,1172.76,1,UK,27-08-2022 06:00,1172.76
5720,Phone,Electronics,807.98,3,Germany,27-08-2022 07:00,2423.94
5721,Camera,Accessories,615.15,4,India,27-08-2022 08:00,2460.6
5722,Camera,Electronics,1101.64,1,Canada,27-08-2022 09:00,1101.64
5723,Headphones,Electronics,1409.15,4,Canada,27-08-2022 10:00,5636.6
5724,Phone,Electronics,1592.52,2,Canada,27-08-2022 11:00,3185.04
5725,Camera,Electronics,1304.46,3,UK,27-08-2022 12:00,3913.38
5726,Phone,Accessories,1099.96,2,Canada,27-08-2022 13:00,2199.92
5727,Camera,Accessories,1576.8,3,USA,27-08-2022 14:00,4730.4
5728,Laptop,Accessories,1083.17,1,UK,27-08-2022 15:00,1083.17
5729,Tablet,Accessories,1951.03,4,Canada,27-08-2022 16:00,7804.12
5730,Laptop,Electronics,1100.81,4,Canada,27-08-2022 17:00,4403.24
5731,Camera,Electronics,702.77,1,India,27-08-2022 18:00,702.77
5732,Tablet,Electronics,948.09,4,India,27-08-2022 19:00,3792.36
5733,Tablet,Electronics,1030.98,4,UK,27-08-2022 20:00,4123.92
5734,Camera,Accessories,638.62,4,UK,27-08-2022 21:00,2554.48
5735,Camera,Electronics,401.61,1,UK,27-08-2022 22:00,401.61
5736,Phone,Electronics,919.63,1,UK,27-08-2022 23:00,919.63
5737,Camera,Accessories,1804.36,3,India,28-08-2022 00:00,5413.08
5738,Headphones,Accessories,585.51,1,Canada,28-08-2022 01:00,585.51
5739,Camera,Electronics,787.46,2,Germany,28-08-2022 02:00,1574.92
5740,Headphones,Electronics,1539.67,3,UK,28-08-2022 03:00,4619.01
5741,Camera,Accessories,256.32,4,USA,28-08-2022 04:00,1025.28
5742,Phone,Accessories,1667.63,4,UK,28-08-2022 05:00,6670.52
5743,Headphones,Accessories,1468.53,4,Canada,28-08-2022 06:00,5874.12
5744,Laptop,Electronics,1144.55,1,UK,28-08-2022 07:00,1144.55
5745,Headphones,Electronics,498.01,2,Canada,28-08-2022 08:00,996.02
5746,Phone,Electronics,276.09,4,USA,28-08-2022 09:00,1104.36
5747,Headphones,Accessories,540.27,4,Germany,28-08-2022 10:00,2161.08
5748,Camera,Accessories,1546.84,1,Canada,28-08-2022 11:00,1546.84
5749,Camera,Accessories,1873.64,4,Canada,28-08-2022 12:00,7494.56
5750,Phone,Electronics,1501.99,3,UK,28-08-2022 13:00,4505.97
5751,Tablet,Electronics,1102.47,2,Canada,28-08-2022 14:00,2204.94
5752,Camera,Accessories,1906.3,4,Canada,28-08-2022 15:00,7625.2
5753,Laptop,Accessories,1674.28,3,Canada,28-08-2022 16:00,5022.84
5754,Phone,Accessories,1346.09,1,USA,28-08-2022 17:00,1346.09
5755,Headphones,Electronics,172.02,2,USA,28-08-2022 18:00,344.04
5756,Headphones,Electronics,646.69,4,Canada,28-08-2022 19:00,2586.76
5757,Laptop,Accessories,685.6,2,Germany,28-08-2022 20:00,1371.2
5758,Camera,Accessories,759.77,4,India,28-08-2022 21:00,3039.08
5759,Phone,Electronics,839.83,4,USA,28-08-2022 22:00,3359.32
5760,Laptop,Accessories,1884.8,1,Canada,28-08-2022 23:00,1884.8
5761,Camera,Accessories,1509.56,1,India,29-08-2022 00:00,1509.56
5762,Phone,Accessories,1414.68,3,India,29-08-2022 01:00,4244.04
5763,Headphones,Electronics,910.38,1,UK,29-08-2022 02:00,910.38
5764,Phone,Electronics,741.34,1,Germany,29-08-2022 03:00,741.34
5765,Tablet,Electronics,327.2,3,UK,29-08-2022 04:00,981.6
5766,Phone,Electronics,961.64,3,Canada,29-08-2022 05:00,2884.92
5767,Tablet,Electronics,490.15,3,India,29-08-2022 06:00,1470.45
5768,Phone,Electronics,842.92,1,India,29-08-2022 07:00,842.92
5769,Tablet,Electronics,397.14,2,India,29-08-2022 08:00,794.28
5770,Headphones,Accessories,753.59,4,UK,29-08-2022 09:00,3014.36
5771,Camera,Accessories,181.66,3,USA,29-08-2022 10:00,544.98
5772,Tablet,Electronics,111.44,1,Germany,29-08-2022 11:00,111.44
5773,Tablet,Accessories,1752.83,4,India,29-08-2022 12:00,7011.32
5774,Headphones,Electronics,1318.4,1,Germany,29-08-2022 13:00,1318.4
5775,Tablet,Electronics,1216.57,2,India,29-08-2022 14:00,2433.14
5776,Laptop,Electronics,1076.21,2,UK,29-08-2022 15:00,2152.42
5777,Headphones,Accessories,1480.79,4,Canada,29-08-2022 16:00,5923.16
5778,Laptop,Electronics,1498.71,4,USA,29-08-2022 17:00,5994.84
5779,Headphones,Accessories,1876.98,3,Canada,29-08-2022 18:00,5630.94
5780,Tablet,Electronics,564.38,3,UK,29-08-2022 19:00,1693.14
5781,Laptop,Accessories,1591.88,3,India,29-08-2022 20:00,4775.64
5782,Tablet,Electronics,1983.2,4,Germany,29-08-2022 21:00,7932.8
5783,Headphones,Accessories,155.14,1,UK,29-08-2022 22:00,155.14
5784,Tablet,Electronics,810.57,4,Canada,29-08-2022 23:00,3242.28
5785,Laptop,Accessories,928.47,2,Canada,30-08-2022 00:00,1856.94
5786,Laptop,Accessories,1661.48,2,Canada,30-08-2022 01:00,3322.96
5787,Tablet,Accessories,126.11,2,India,30-08-2022 02:00,252.22
5788,Phone,Electronics,1237.38,1,Canada,30-08-2022 03:00,1237.38
5789,Headphones,Accessories,1795.9,4,Canada,30-08-2022 04:00,7183.6
5790,Headphones,Electronics,380.49,2,India,30-08-2022 05:00,760.98
5791,Tablet,Electronics,319.59,4,India,30-08-2022 06:00,1278.36
5792,Phone,Accessories,1999.59,4,UK,30-08-2022 07:00,7998.36
5793,Laptop,Accessories,1669.32,2,India,30-08-2022 08:00,3338.64
5794,Camera,Accessories,1425.1,2,Germany,30-08-2022 09:00,2850.2
5795,Camera,Accessories,858.06,2,Germany,30-08-2022 10:00,1716.12
5796,Tablet,Electronics,1722.53,3,USA,30-08-2022 11:00,5167.59
5797,Phone,Accessories,1853.27,1,India,30-08-2022 12:00,1853.27
5798,Phone,Accessories,1491.58,2,Canada,30-08-2022 13:00,2983.16
5799,Headphones,Electronics,856.38,1,USA,30-08-2022 14:00,856.38
5800,Laptop,Accessories,1208.72,1,Germany,30-08-2022 15:00,1208.72
5801,Phone,Electronics,287.18,4,UK,30-08-2022 16:00,1148.72
5802,Camera,Accessories,400.24,2,UK,30-08-2022 17:00,800.48
5803,Laptop,Accessories,1587.77,3,USA,30-08-2022 18:00,4763.31
5804,Laptop,Accessories,155.7,1,Canada,30-08-2022 19:00,155.7
5805,Tablet,Accessories,193.47,2,India,30-08-2022 20:00,386.94
5806,Phone,Electronics,1065.24,4,UK,30-08-2022 21:00,4260.96
5807,Tablet,Accessories,424.01,3,Canada,30-08-2022 22:00,1272.03
5808,Phone,Electronics,658.04,4,India,30-08-2022 23:00,2632.16
5809,Headphones,Electronics,857.78,2,USA,31-08-2022 00:00,1715.56
5810,Tablet,Accessories,1092.29,3,India,31-08-2022 01:00,3276.87
5811,Tablet,Accessories,638.72,1,Germany,31-08-2022 02:00,638.72
5812,Camera,Accessories,1018.74,4,Canada,31-08-2022 03:00,4074.96
5813,Tablet,Accessories,804.3,1,UK,31-08-2022 04:00,804.3
5814,Phone,Accessories,253.96,4,Canada,31-08-2022 05:00,1015.84
5815,Camera,Electronics,1747.54,1,Canada,31-08-2022 06:00,1747.54
5816,Tablet,Electronics,634.6,4,UK,31-08-2022 07:00,2538.4
5817,Tablet,Accessories,1257.81,1,USA,31-08-2022 08:00,1257.81
5818,Headphones,Accessories,1182.62,3,USA,31-08-2022 09:00,3547.86
5819,Tablet,Electronics,478.42,4,India,31-08-2022 10:00,1913.68
5820,Laptop,Electronics,156.92,3,Canada,31-08-2022 11:00,470.76
5821,Camera,Accessories,1728.17,2,USA,31-08-2022 12:00,3456.34
5822,Laptop,Electronics,1045.61,4,USA,31-08-2022 13:00,4182.44
5823,Camera,Accessories,887.49,3,Germany,31-08-2022 14:00,2662.47
5824,Headphones,Electronics,1549.53,2,India,31-08-2022 15:00,3099.06
5825,Tablet,Accessories,163,3,Canada,31-08-2022 16:00,489
5826,Tablet,Accessories,1553.91,1,Canada,31-08-2022 17:00,1553.91
5827,Tablet,Accessories,876.94,3,UK,31-08-2022 18:00,2630.82
5828,Camera,Electronics,1148.09,4,UK,31-08-2022 19:00,4592.36
5829,Tablet,Electronics,1529.63,2,India,31-08-2022 20:00,3059.26
5830,Laptop,Electronics,1138.94,3,Germany,31-08-2022 21:00,3416.82
5831,Tablet,Electronics,217.37,4,Germany,31-08-2022 22:00,869.48
5832,Headphones,Accessories,1484.34,3,USA,31-08-2022 23:00,4453.02
5833,Laptop,Accessories,1594.05,2,USA,01-09-2022 00:00,3188.1
5834,Tablet,Electronics,977.6,3,Canada,01-09-2022 01:00,2932.8
5835,Tablet,Electronics,934.21,4,Canada,01-09-2022 02:00,3736.84
5836,Phone,Accessories,578.66,3,Germany,01-09-2022 03:00,1735.98
5837,Camera,Accessories,1323.91,4,India,01-09-2022 04:00,5295.64
5838,Laptop,Electronics,1775.78,4,Germany,01-09-2022 05:00,7103.12
5839,Phone,Electronics,1346.34,2,USA,01-09-2022 06:00,2692.68
5840,Headphones,Electronics,1565.52,2,Canada,01-09-2022 07:00,3131.04
5841,Camera,Accessories,1691.17,1,Germany,01-09-2022 08:00,1691.17
5842,Laptop,Accessories,529.67,4,Germany,01-09-2022 09:00,2118.68
5843,Tablet,Accessories,864,3,India,01-09-2022 10:00,2592
5844,Laptop,Accessories,928.32,3,Canada,01-09-2022 11:00,2784.96
5845,Tablet,Electronics,1161.91,1,USA,01-09-2022 12:00,1161.91
5846,Camera,Accessories,193.45,3,India,01-09-2022 13:00,580.35
5847,Tablet,Electronics,1217.97,2,Germany,01-09-2022 14:00,2435.94
5848,Headphones,Accessories,268.19,2,UK,01-09-2022 15:00,536.38
5849,Tablet,Electronics,1632.48,4,Germany,01-09-2022 16:00,6529.92
5850,Headphones,Electronics,1929.74,1,Germany,01-09-2022 17:00,1929.74
5851,Camera,Accessories,650.54,3,USA,01-09-2022 18:00,1951.62
5852,Camera,Electronics,1062.57,2,Canada,01-09-2022 19:00,2125.14
5853,Laptop,Electronics,1664.06,4,Canada,01-09-2022 20:00,6656.24
5854,Headphones,Accessories,697.84,1,Germany,01-09-2022 21:00,697.84
5855,Headphones,Electronics,399.78,1,UK,01-09-2022 22:00,399.78
5856,Phone,Accessories,1504.22,2,Canada,01-09-2022 23:00,3008.44
5857,Phone,Accessories,1426.89,2,India,02-09-2022 00:00,2853.78
5858,Phone,Accessories,1182.9,2,Canada,02-09-2022 01:00,2365.8
5859,Tablet,Electronics,1894.43,1,Germany,02-09-2022 02:00,1894.43
5860,Phone,Electronics,1914.73,4,Germany,02-09-2022 03:00,7658.92
5861,Headphones,Accessories,1736.94,3,Germany,02-09-2022 04:00,5210.82
5862,Tablet,Accessories,656.74,1,UK,02-09-2022 05:00,656.74
5863,Camera,Electronics,528.2,3,Canada,02-09-2022 06:00,1584.6
5864,Laptop,Accessories,1687.91,1,UK,02-09-2022 07:00,1687.91
5865,Phone,Accessories,1337.59,1,India,02-09-2022 08:00,1337.59
5866,Camera,Accessories,852.64,4,USA,02-09-2022 09:00,3410.56
5867,Headphones,Electronics,878.54,3,UK,02-09-2022 10:00,2635.62
5868,Laptop,Electronics,1721.33,3,UK,02-09-2022 11:00,5163.99
5869,Camera,Electronics,410.17,2,India,02-09-2022 12:00,820.34
5870,Laptop,Accessories,1893.55,1,Canada,02-09-2022 13:00,1893.55
5871,Phone,Accessories,1303.11,2,USA,02-09-2022 14:00,2606.22
5872,Headphones,Accessories,1603.58,1,UK,02-09-2022 15:00,1603.58
5873,Laptop,Accessories,804.65,2,UK,02-09-2022 16:00,1609.3
5874,Camera,Electronics,1215.1,4,Canada,02-09-2022 17:00,4860.4
5875,Phone,Electronics,1524.98,4,Germany,02-09-2022 18:00,6099.92
5876,Phone,Accessories,926.75,1,Canada,02-09-2022 19:00,926.75
5877,Camera,Electronics,1027.08,2,Canada,02-09-2022 20:00,2054.16
5878,Camera,Accessories,1205.95,2,Canada,02-09-2022 21:00,2411.9
5879,Laptop,Accessories,220.47,3,USA,02-09-2022 22:00,661.41
5880,Tablet,Electronics,1740.05,3,USA,02-09-2022 23:00,5220.15
5881,Phone,Electronics,1746.69,3,USA,03-09-2022 00:00,5240.07
5882,Laptop,Accessories,634.69,3,Germany,03-09-2022 01:00,1904.07
5883,Camera,Accessories,1771.66,2,USA,03-09-2022 02:00,3543.32
5884,Laptop,Electronics,1515.87,2,UK,03-09-2022 03:00,3031.74
5885,Camera,Electronics,1018.06,1,Germany,03-09-2022 04:00,1018.06
5886,Headphones,Electronics,760.75,2,UK,03-09-2022 05:00,1521.5
5887,Camera,Accessories,858.82,3,UK,03-09-2022 06:00,2576.46
5888,Camera,Electronics,1115.4,2,USA,03-09-2022 07:00,2230.8
5889,Camera,Electronics,883.79,4,India,03-09-2022 08:00,3535.16
5890,Tablet,Electronics,898.45,4,Germany,03-09-2022 09:00,3593.8
5891,Camera,Accessories,485.93,3,USA,03-09-2022 10:00,1457.79
5892,Phone,Electronics,1444.84,4,UK,03-09-2022 11:00,5779.36
5893,Phone,Electronics,1258.22,4,UK,03-09-2022 12:00,5032.88
5894,Laptop,Electronics,1984.61,3,UK,03-09-2022 13:00,5953.83
5895,Tablet,Electronics,368.36,2,UK,03-09-2022 14:00,736.72
5896,Laptop,Accessories,316.1,4,Germany,03-09-2022 15:00,1264.4
5897,Phone,Electronics,1080.27,1,India,03-09-2022 16:00,1080.27
5898,Phone,Accessories,388.78,3,Canada,03-09-2022 17:00,1166.34
5899,Headphones,Electronics,1260.18,3,USA,03-09-2022 18:00,3780.54
5900,Camera,Electronics,472.62,2,Germany,03-09-2022 19:00,945.24
5901,Phone,Electronics,1017.7,1,Canada,03-09-2022 20:00,1017.7
5902,Laptop,Electronics,1261.49,3,Germany,03-09-2022 21:00,3784.47
5903,Laptop,Electronics,970.28,1,Germany,03-09-2022 22:00,970.28
5904,Camera,Electronics,707.97,4,Canada,03-09-2022 23:00,2831.88
5905,Camera,Accessories,1586.4,2,Germany,04-09-2022 00:00,3172.8
5906,Headphones,Accessories,1723.85,1,UK,04-09-2022 01:00,1723.85
5907,Tablet,Accessories,628.29,4,Germany,04-09-2022 02:00,2513.16
5908,Laptop,Accessories,1645.45,4,Germany,04-09-2022 03:00,6581.8
5909,Camera,Accessories,844.1,4,Canada,04-09-2022 04:00,3376.4
5910,Laptop,Electronics,1026.48,3,USA,04-09-2022 05:00,3079.44
5911,Camera,Electronics,540.32,4,Germany,04-09-2022 06:00,2161.28
5912,Phone,Electronics,1288.88,1,USA,04-09-2022 07:00,1288.88
5913,Laptop,Electronics,291.76,1,India,04-09-2022 08:00,291.76
5914,Phone,Accessories,1224.11,2,India,04-09-2022 09:00,2448.22
5915,Laptop,Accessories,1980.46,2,UK,04-09-2022 10:00,3960.92
5916,Tablet,Electronics,1531.59,2,UK,04-09-2022 11:00,3063.18
5917,Headphones,Electronics,1800.57,1,Canada,04-09-2022 12:00,1800.57
5918,Phone,Accessories,981.97,2,UK,04-09-2022 13:00,1963.94
5919,Camera,Accessories,370,2,Germany,04-09-2022 14:00,740
5920,Tablet,Electronics,648.08,2,USA,04-09-2022 15:00,1296.16
5921,Laptop,Accessories,193.16,3,Germany,04-09-2022 16:00,579.48
5922,Phone,Electronics,1053.44,3,Germany,04-09-2022 17:00,3160.32
5923,Laptop,Electronics,1334.37,3,Canada,04-09-2022 18:00,4003.11
5924,Laptop,Accessories,906.52,2,UK,04-09-2022 19:00,1813.04
5925,Laptop,Accessories,1170.09,3,Germany,04-09-2022 20:00,3510.27
5926,Headphones,Electronics,709.33,1,Canada,04-09-2022 21:00,709.33
5927,Headphones,Accessories,263.13,2,Germany,04-09-2022 22:00,526.26
5928,Camera,Accessories,920.8,1,India,04-09-2022 23:00,920.8
5929,Phone,Electronics,1140.82,4,Canada,05-09-2022 00:00,4563.28
5930,Tablet,Electronics,1967.01,1,India,05-09-2022 01:00,1967.01
5931,Tablet,Electronics,759.82,4,Canada,05-09-2022 02:00,3039.28
5932,Tablet,Accessories,1387.76,4,UK,05-09-2022 03:00,5551.04
